;Excavation Siglum;"Excavation Numbers ""Cleared""";Excavation Numbers UTDB (+-RSTI);Excavation Numbers SAU;KTU3;SAU Biblio (not full!!);Script;Language;SAU Script;SAU Language;SAU Script et Language;SAU genre;RSTI object type;RSTI description;Archive/General area;SAU Archive/General area;Detail in General;SAU Detail in General;SAU findspot;possible relevant (religious) genres;"""Clemens 2001""";Clemens Type;Clemens Note;Seal;Size;Museal Siglum;SAU Museal Siglum;TEO findspot;Topographic Point;SAU p.t.;Depth;SAU Depth;Note
2209;RS;['19.174,48'];['19.174,[48]'];19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56];9.379;frgs.;Alphabetic;Ugaritic;"Alphabetic;Logosyllabic";"Ugaritic;Akkadian";"a-ug;s-ak";;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;;;;;;20 x 16 x 7;Damas s.n.;D -;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;;2.30;
2210;RS;['19.174,49'];['19.174,[49]'];19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56];;frgs.;Logosyllabic;Akkadian;"Alphabetic;Logosyllabic";"Ugaritic;Akkadian";"a-ug;s-ak";;Tablet;Tablet, Logosyllabic Akkadian;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;;;;;;14 x 25 x 6;Damas s.n.;D -;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;;2.30;
2211;RS;['19.174,5'];['19.174,[5]'];19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56];9.343;frgs.;Alphabetic;Ugaritic;"Alphabetic;Logosyllabic";"Ugaritic;Akkadian";"a-ug;s-ak";;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;;;;;;20 x 16 x 13;Damas s.n.;D -;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;;2.30;
2212;RS;['19.174,50'];['19.174,[50]'];19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56];;frgs.;Logosyllabic;Akkadian;"Alphabetic;Logosyllabic";"Ugaritic;Akkadian";"a-ug;s-ak";;Tablet;Tablet, Logosyllabic Akkadian;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;;;;;;16 x 11 x 5;Damas s.n.;D -;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;;2.30;
2213;RS;['19.174,51'];['19.174,[51]'];19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56];;frgs.;Logosyllabic;Akkadian;"Alphabetic;Logosyllabic";"Ugaritic;Akkadian";"a-ug;s-ak";;Tablet;Tablet, Logosyllabic Akkadian;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;;;;;;11 x 12 x 3;Damas s.n.;D -;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;;2.30;
2214;RS;['19.174,52'];['19.174,[52]'];19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56];;frgs.;Logosyllabic;Akkadian;"Alphabetic;Logosyllabic";"Ugaritic;Akkadian";"a-ug;s-ak";;Tablet;Tablet, Logosyllabic Akkadian;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;;;;;;11 x 12 x 4;Damas s.n.;D -;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;;2.30;
2215;RS;['19.174,53'];['19.174,[53]'];19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56];;frgs.;Logosyllabic;Akkadian;"Alphabetic;Logosyllabic";"Ugaritic;Akkadian";"a-ug;s-ak";;Tablet;Tablet, Logosyllabic Akkadian;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;;;;;;11 x 4 x 12;Damas s.n.;D -;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;;2.30;
2216;RS;['19.174,54'];['19.174,[54]'];19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56];;frgs.;Logosyllabic;Akkadian;"Alphabetic;Logosyllabic";"Ugaritic;Akkadian";"a-ug;s-ak";;Tablet;Tablet, Logosyllabic Akkadian;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;;;;;;8 x 16 x 4;Damas s.n.;D -;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;;2.30;
2217;RS;['19.174,55'];['19.174,[55]'];19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56];;frgs.;Logosyllabic;Akkadian;"Alphabetic;Logosyllabic";"Ugaritic;Akkadian";"a-ug;s-ak";;Tablet;Tablet, Logosyllabic Akkadian;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;;;;;;17 x 18 x 12;Damas s.n.;D -;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;;2.30;
2218;RS;['19.174,56'];['19.174,[56]'];19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56];;frgs.;Logosyllabic;Akkadian;"Alphabetic;Logosyllabic";"Ugaritic;Akkadian";"a-ug;s-ak";;Tablet;Tablet, Logosyllabic Akkadian;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;;;;;;8 x 13 x 16;Damas s.n.;D -;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;;2.30;
2219;RS;['19.174,6'];['19.174,[6]'];19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56];9.344;frgs.;Alphabetic;Ugaritic;"Alphabetic;Logosyllabic";"Ugaritic;Akkadian";"a-ug;s-ak";;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;;;;;;27 x 16 x 21;Damas s.n.;D -;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;;2.30;
2220;RS;['19.174,7'];['19.174,[7]'];19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56];9.345;frgs.;Alphabetic;Ugaritic;"Alphabetic;Logosyllabic";"Ugaritic;Akkadian";"a-ug;s-ak";;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;;;;;;34 x 6 x 19;Damas s.n.;D -;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;;2.30;
2221;RS;['19.174,8'];['19.174,[8]'];19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56];9.346;frgs.;Alphabetic;Ugaritic;"Alphabetic;Logosyllabic";"Ugaritic;Akkadian";"a-ug;s-ak";;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;;;;;;24 x 36 x 12;Damas s.n.;D -;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;;2.30;
2222;RS;['19.174,9'];['19.174,[9]'];19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56];9.347;frgs.;Alphabetic;Ugaritic;"Alphabetic;Logosyllabic";"Ugaritic;Akkadian";"a-ug;s-ak";;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;;;;;;18 x 34 x 19;Damas s.n.;D -;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;;2.30;
2223;RS;['19.174'];['19.174'];;;;Alphabetic;Ugaritic;;;;;Tablet;Tablet, Alphabetic Ugaritic;;;;;;;;;;;;;;;;;;;does not exists? Only in RSTI?
2224;RS;['19.174A'];['19.174A'];19.174A;4.669;4.669;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;;UNCERTAIN;;Hurrian elements? … too fragmentary;;39 x 40 x 7;Damas s.n.;D -;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;;2.30;
2225;RS;['19.174B'];['19.174B'];19.174B;4.670;4.670;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;;PROBABLY FALSE;;join with 4.624?;;24 x 20;;D -;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;;2.30;
2226;RS;['19.174C'];['19.174C'];19.174C;7.130;7.130;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;;;;;;29 x 42 x 6;Damas s.n.;D -;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;;2.30;
2227;RS;['19.174D'];['19.174D'];19.174D;4.671;4.671;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;;;;;;53 x 47 x 23;Damas s.n.;D -;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;;2.30;
2228;RS;['19.174E'];['19.174E'];19.174E;4.672;4.672;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;;;;;;62 x 23 x 15;Damas s.n.;D -;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;;2.30;
2229;RS;['19.174F'];['19.174F'];19.174F;4.673;4.673;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;;;;;;42 x 12 x 8;Damas s.n.;D -;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;;2.30;
2230;RS;['19.174G'];['19.174G'];19.174G;4.674;4.674;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;;;;;;22 x 24 x 10;Damas s.n.;D -;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;;2.30;
2231;RS;['19.174H'];['19.174H'];19.174H;4.675;4.675;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;;;;;;23 x 32 x 9;Damas s.n.;D -;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;;2.30;
2232;RS;['19.174I'];['19.174I'];19.174I;4.676;4.676;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;;;;;;44 x 45 x 9;Damas s.n.;D -;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;;2.30;
2233;RS;['19.175'];['19.175'];19.175;4.677;4.677;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;;;;;;54 x 44 x 14;DO 5139;D 5139;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;;2.30;
2234;RS;['19.176'];['19.176'];19.176;4.678;4.678;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;;;;;;56 x 35 x 13;DO 5140;D 5140;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;;2.30;
2235;RS;['19.177'];['19.177'];19.177;4.679;4.679;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;;;;;;33 x 33 x 16;DO 5141;D 5141;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;;2.30;
2236;RS;['19.178'];['19.178'];19.178;4.680;4.680;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;;;;;;29 x 32 x 15;DO 5142;D 5142;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;;2.30;
2237;RS;['19.179'];['19.179'];19.179;1.95;1.95;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;Rel;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;myth?;;;;;32 x 37 x 15;DO 5143;D 5143;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;;2.30 (floor);
2238;RS;['19.181A'];['19.181A'];19.181A;2.66;2.66;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;Le;Tablet;Tablet;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;;;;;;27 x 41 x 13;Damas s.n.;D -;Palais Royal, room 81 (Archives Sud-Ouest), p.t. 1567 ? 1,70;1567;1567;1,7;1.70;
2239;RS;['19.181B'];['19.181B'];19.181B;2.67;2.67;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;Le;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;;;;;;30 x 50 x 11;Damas s.n.;D -;Palais Royal, room 81 (Archives Sud-Ouest), p.t. 1567 ? 1,70;1567;1567;1,7;;
2240;RS;['19.182'];['19.182'];19.182;;P6,n81;Logosyllabic;Akkadian;Logosyllabic;Akkadian;s-ak;E;Tablet;Tablet, Logosyllabic Akkadian;Between Royal Palace and South Palace;Between Royal Palace and South Palace;;;PC/PS;;;;;;35 x 40 x 18;DO 5145;D 5145;Entre Palais Royal et Palais Sud, p.t. 1680 ? 1,25;1680;1680;1,25;1.25;
2241;RS;['19.183A'];['19.183[A]'];19.183[A]+19.183[B]+19.183[C]+19.183[D]+19.183[E]+19.183[F]+19.183[G]+19.183[H]+19.183[I];9.380;frgs.;Alphabetic;Ugaritic;;;;;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;;;;;;12 x 21 x 16;Damas s.n.;D -;Palais Royal, room 81 (Archives Sud-Ouest), p.t. 1584 ? 2,90;1584;1584;2,9;;
2242;RS;['19.183B'];['19.183[B]'];19.183[A]+19.183[B]+19.183[C]+19.183[D]+19.183[E]+19.183[F]+19.183[G]+19.183[H]+19.183[I];9.381;frgs.;Alphabetic;Ugaritic;;;;;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;;;;;;5 x 15 x 18;Damas s.n.;D -;Palais Royal, room 81 (Archives Sud-Ouest), p.t. 1584 ? 2,90;1584;1584;2,9;;
2243;RS;['19.183C'];['19.183[C]'];19.183[A]+19.183[B]+19.183[C]+19.183[D]+19.183[E]+19.183[F]+19.183[G]+19.183[H]+19.183[I];9.382;frgs.;Alphabetic;Ugaritic;;;;;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;;;;;;25 x 14 x 11;Damas s.n.;D -;Palais Royal, room 81 (Archives Sud-Ouest), p.t. 1584 ? 2,90;1584;1584;2,9;;
2244;RS;['19.183D'];['19.183[D]'];19.183[A]+19.183[B]+19.183[C]+19.183[D]+19.183[E]+19.183[F]+19.183[G]+19.183[H]+19.183[I];9.383;frgs.;Alphabetic;Ugaritic;;;;;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;;;;;;8 x 17 x 13;Damas s.n.;D -;Palais Royal, room 81 (Archives Sud-Ouest), p.t. 1584 ? 2,90;1584;1584;2,9;;
2245;RS;['19.183E'];['19.183[E]'];19.183[A]+19.183[B]+19.183[C]+19.183[D]+19.183[E]+19.183[F]+19.183[G]+19.183[H]+19.183[I];9.384;frgs.;Alphabetic;Ugaritic;;;;;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;;;;;;22 x 26 x 10;Damas s.n.;D -;Palais Royal, room 81 (Archives Sud-Ouest), p.t. 1584 ? 2,90;1584;1584;2,9;;
